word,starting_letter,category_en,category_geo
ალზუბაირი,ა,City,ქალაქი
ალთაბნი,ა,City,ქალაქი
ალთაი,ა,City,ქალაქი
ალთიფლისი,ა,City,ქალაქი
ალთმუნსტერი,ა,City,ქალაქი
ალი,ა,Name,სახელი
ალი ალ-ღარბი,ა,City,ქალაქი
ალი ბაბა,ა,Film,ფილმი
ალი ბაბა და 40 ყაჩაღი,ა,Film,ფილმი
ალი ბაირამლი,ა,City,ქალაქი
ალი და ნინო,ა,Film,ფილმი
ალი საბიე,ა,City,ქალაქი
ალი-საბიე,ა,City,ქალაქი
ალიაბადი,ა,City,ქალაქი
ალიაკმონი,ა,River,მდინარე
ალიბუხარი,ა,Plant,მცენარე
ალიგარჰი,ა,City,ქალაქი
ალიგატორ პონდი,ა,City,ქალაქი
ალიგატორი,ა,Animal,ცხოველი
ალიე,ა,River,მდინარე
ალივალ-ნორთი,ა,City,ქალაქი
ალიკა,ა,Name,სახელი
ალიმოსი,ა,City,ქალაქი
ალინგსოსი,ა,City,ქალაქი
ალინდაო,ა,City,ქალაქი
ალიო,ა,Name,სახელი
ალიონის,ა,Film,ფილმი
ალიონის ელჩი,ა,Film,ფილმი
ალის სპრინგსი,ა,City,ქალაქი
ალისა,ა,Name,სახელი
ალისა საოცრებათა ქვეყანაში,ა,Film,ფილმი
ალისაბიე,ა,City,ქალაქი
ალისფერი,ა,Film,ფილმი
ალისფერი იალქნები,ა,Film,ფილმი
ალისფერი ღორი,ა,Film,ფილმი
ალიტუსი,ა,City,ქალაქი
ალიყური,ა,Film,ფილმი
ალიხევი,ა,River,მდინარე
ალკაბიდეშე,ა,City,ქალაქი
ალკალა დე ენარესი,ა,City,ქალაქი
ალკალა-დე-ენარესი,ა,City,ქალაქი
ალკალადეენარესი,ა,City,ქალაქი
ალკალდე დიასი,ა,City,ქალაქი
ალკალდე-დიასი,ა,City,ქალაქი
ალკალდედიასი,ა,City,ქალაქი
ალკასერ დუ სალი,ა,City,ქალაქი
ალკასერ-დუ-სალი,ა,City,ქალაქი
ალკასერდუსალი,ა,City,ქალაქი
ალკიზარი,ა,City,ქალაქი
ალკისარი,ა,City,ქალაქი
ალკმაარი,ა,City,ქალაქი
ალკობასა,ა,City,ქალაქი
ალკობენდასი,ა,City,ქალაქი
ალკოპოპი,ა,Food,საკვები
ალკორკონი,ა,City,ქალაქი
ალკოჰოლი,ა,Food,საკვები
ალკოჰოლი რუსეთში,ა,Food,საკვები
ალკოჰოლიზმი,ა,Food,საკვები
ალკოჰოლური,ა,Food,საკვები
ალკოჰოლური დელირიუმი,ა,Food,საკვები
ალკოჰოლური სასმელი,ა,Food,საკვები
ალკუტეილიბია,ა,City,ქალაქი
ალმა,ა,City,ქალაქი
ალმადა,ა,City,ქალაქი
ალმათი,ა,City,ქალაქი
ალმასები,ა,Film,ფილმი
ალმასები სამუდამოდ,ა,Film,ფილმი
ალმასმია,ა,City,ქალაქი
ალმასხან,ა,Name,სახელი
ალმეირინი,ა,City,ქალაქი
ალმელო,ა,City,ქალაქი
ალმენდარესი,ა,River,მდინარე
ალმერე,ა,City,ქალაქი
ალმერია,ა,City,ქალაქი
ალმირანტე,ა,City,ქალაქი
ალმოდებული,ა,Film,ფილმი
ალმუსეიფირა,ა,City,ქალაქი
ალმუჰასანი,ა,City,ქალაქი
ალოე,ა,Plant,მცენარე
ალოე ვერა,ა,Plant,მცენარე
ალოია,ა,City,ქალაქი
ალორ სეტარი,ა,City,ქალაქი
ალოტენანგო,ა,City,ქალაქი
ალოფი,ა,City,ქალაქი
ალპაკა,ა,Animal,ცხოველი
ალჟეში,ა,City,ქალაქი
ალჟირი,ა,Country,ქვეყანა
ალჟირის სახალხო დემოკრატიული რესპუბლიკა,ა,Country,ქვეყანა
ალსტერ სპრინგი,ა,City,ქალაქი
ალსური,ა,City,ქალაქი
ალტ-ვიდიკონი,ა,City,ქალაქი
ალტა გრასია,ა,City,ქალაქი
ალტაგრასია,ა,City,ქალაქი
ალტამურა,ა,City,ქალაქი
ალტდორფი,ა,City,ქალაქი
ალტო დე ლა ესტანსია,ა,City,ქალაქი
ალტო-დე-ლა-ესტანსია,ა,City,ქალაქი
ალტო-დელ-ესპინო,ა,City,ქალაქი
ალტოდელაესტანსია,ა,City,ქალაქი
ალტოსი,ა,City,ქალაქი
ალტშტეტენი,ა,City,ქალაქი
ალუბალი,ა,Plant,მცენარე
ალუბლების,ა,Film,ფილმი
ალუბლების ქუჩა,ა,Film,ფილმი
ალუბლების ქუჩა 12,ა,Film,ფილმი
ალუბლის,ა,Film,ფილმი
ალუბლის გემო,ა,Film,ფილმი
ალუდა,ა,Name,სახელი
ალუკსნე,ა,City,ქალაქი
ალულა,ა,City,ქალაქი
ალუქსნე,ა,City,ქალაქი
ალუჩა,ა,Plant,მცენარე
ალფა,ა,Film,ფილმი
ალფა და ომეგა,ა,Film,ფილმი
ალფახურა,ა,City,ქალაქი
ალფენ-ან-დენ-რეინი,ა,City,ქალაქი
ალფეოსი,ა,River,მდინარე
ალფრედი,ა,River,მდინარე
ალფრედო ბაკერიზო მორენო,ა,City,ქალაქი
ალფუჯაირა,ა,City,ქალაქი
ალქასრა,ა,City,ქალაქი
ალქიმიკოსის,ა,Film,ფილმი
ალქიმიკოსის ჰალუცინაციები,ა,Film,ფილმი
